,ASIN,タイトル,価格,説明,URL,サムネイルURLs
62,B08F1ZC3HD,482016400 パロマ ガスコンロ 純正部品 調節つまみSV,330.0,商品の説明      コンロの火力調節のつまみです。対応製品型番【ICD-N70V-60GK】【ICD-N34WV】【PD-721WS-75GK】【PD-721WS-60GK】【PD-721WS-75CK】【JT-711WS-60CK】【JT-711WS-60CV】【JT-711WS-60CB】【JT-611WV-60CK-1】【JT-611WV-60CV-1】【JT-611WV-60CB-1】【PD-721WS-75CD】【PD-721WS-75CV】【ICD-N60WH-60CV】【PD-721WS-60CK】【PD-721WS-60CD】【PD-721WS-60CV】【PD-N60WH-60CD】【PD-N60WH-60CK】【PD-N60WH-60CV】【PD-N60WH-75】【PD-N62WH-60GK】【ICD-N60WH-60CK】【PD-721WS-75G】【P3735A1W1V(PKD-701WS-75G)】【P3735A1W1VPKD-701WS-75GK】【P3635A1W1VPKD-701WS-60GK】【PD-701WS-75GK】【PD-701WS-60GK】【PD-701WS-75CK】【PD-701WS-75CD】【PD-701WS-75CB】【PD-701WS-75CV】【PD-701WS-60CK】【PD-701WS-60CD】【PD-701WS-60CB】【PD-701WS-60CV】【ICD7W6GPD-701WS-60GK】【ICD7W6VPD-701WS-60CV】      ご注意（免責）＞必ずお読みください      ご注意ください！　ご注文後のキャンセル・返品・返金・交換はお受けできません。必ずお取り付け場所に商品があっているか取り付け業者様にご確認いただき、ご注文をお願いいたします。ご不明な点はメーカーお客様センターまたは弊社にお問い合わせくださいませ。ご注文内容にお間違いないか、サイズ、カラー、仕様、現場に合うか等、必ずご確認いただいてからご注文手続きをお願い致します。なお、画像はすべてメーカーのカタログ画像を使用しています。パソコンやスマホによっては実際の色と異なってみえる場合がありますが、その場合でも返品等はお受けできません、カラー、デザインが気になる方は実際の商品をメーカーショールームでご確認してからのお買い物求めをお願いいたします。,https://https://www.amazon.co.jp/dp/B08F1ZC3HD,['https://m.media-amazon.com/images/I/11QoKpD5TPS.jpg']
63,B0179RAMR2,三菱 冷蔵庫キャスター台（1コ）MITSUBISHI MRPR-03CS,649.0,◆備付時などの水平調整に扉の水平調整や、後ろ脚の固定にご利用ください。後ろ脚が冷蔵庫や食品の質量で床に沈みのを緩和し、冷蔵庫の水平度を改善します。,https://https://www.amazon.co.jp/dp/B0179RAMR2,['https://m.media-amazon.com/images/I/11Oprd+TJ2L.jpg']
64,B01MG2XM3H,JL-FP1C16A-W イエ飲みワインク-ラ- raccolta(ラコルタ) 6本収納,-1.0,●お洒落なペルチェ式ワインクーラー。<br>●自分専用にも、ギャザリングにも大活躍。<br>●ペルチェ式の静音設計。<br>●ワインやボトル飲料を適温で冷やして美味しく飲める。,https://https://www.amazon.co.jp/dp/B01MG2XM3H,"['https://m.media-amazon.com/images/I/41sSf9-IwoL.jpg', 'https://m.media-amazon.com/images/I/51TYx212zlL.jpg', 'https://m.media-amazon.com/images/I/51GKrghTrjL.jpg', 'https://m.media-amazon.com/images/I/51LQ6GO9MbL.jpg', 'https://m.media-amazon.com/images/I/51Ao8LwbHSL.jpg']"
65,B073NXYKLQ,siroca 12本収納ワインセラー SW-P121(K)[ペルチェ式/UVカットガラス/加湿トレー付],-1.0,1段に3本×4段で、合計12本の収納が可能な12本収納タイプ。ワインとコルクを乾燥から守る安心の加湿トレーつき。乾燥しがちな季節は水をためて加湿トレーとして、湿気の多い季節は露受けとして使える。前面操作パネルはフルフラットタッチセンサーを採用。指先でそっと触れるだけで温度調節やライトのON、OFFを設定できる。ワインを取り出すのに便利な引き出し式。トレイは高級感のあるシルバーカラーのワイヤートレイ。振動が少なく、ワインの保存に最適なペルチェ式冷却方式を採用。,https://https://www.amazon.co.jp/dp/B073NXYKLQ,"['https://m.media-amazon.com/images/I/413jbvJMVFL.jpg', 'https://m.media-amazon.com/images/I/41Gxg-1yyqL.jpg', 'https://m.media-amazon.com/images/I/51sYVIz+w4L.jpg', 'https://m.media-amazon.com/images/I/51mJoqDCCpL.jpg', 'https://m.media-amazon.com/images/I/51eDzdkc0iL.jpg', 'https://m.media-amazon.com/images/I/51sGhnsLZnL.jpg', 'https://m.media-amazon.com/images/I/41ZBWFukdML.jpg']"
66,B08WWZLN7B,（ルンゴプロ/ヴィノルンゴ）抗酸化ガスカートリッジ ルンゴ (N2-5),7750.0,抗酸化シリーズ ルンゴN2 5本入り。微陰圧ボトルキャップ１個サービス。 【商品】 抗酸化シリーズ（ヴィノルンゴ/ ルンゴプロ）専用の消耗品ガスカートリッジです。 使用済みガスカートリッジは多くの地域で不燃物ゴミ（金属ゴミ ）として廃棄されています。ゴミ処理ルールは地域によって異なりますので、ご使用される地域でご確認ください。 【ガス置換包装について】 飲食品を長期間新鮮に保つため、ガス置換包装（窒素や炭酸ガスで空気を置換して包装）を導入する先進食品工場は急速に増加しています（真空包装では食中毒菌を抑制できないこともあり）。2021年、いくつかのコンビニエンスストアではお惣菜にもガス置換包装（窒素、炭酸ガスのミックス）を実施し、賞味期限の延長と微生物の繁殖の抑制に成功しました。ガス置換包装は有用な技術ですが、小規模施設やご家庭での導入は困難なこと、また使用者では開封すると空気保存になるため、卓上でガス置換ができるシステムを国内外の企業とタイアップして開発しました。 【ルンゴN2】 ルンゴN2は不純物2万分の１の高純度窒素ガスです。　高純度窒素ガスは飲食品を含む固体や液体に溶けにくいため、他の空気成分（二酸化炭素、アルゴン、酸素）を置換する事により、変質（風味ロス・変色・ビタミンロス・酸化）やカビ・好気性菌を抑制します。　　 風味・色・ビタミンを維持したい飲食品、および油脂分の多い飲食品の酸化抑制に適しています。 【ルンゴN2使用目的】 ・開栓・開封した食材を含む飲食品のガス置換保存 ・小規模での製造品・調理品のガス置換包装 【ルンゴN2使用用途】 ・開栓した熟成飲料（ワイン・日本酒・ウイスキーなど）の保存（約48-60日） ・焙煎したコーヒー豆の保存（深煎り室温で約90日） ・茶葉の保存　・松茸や削り節などの風味豊かな食品の保存 ・チーズや菓子など油脂の多い食品の保存 ・鮮魚の保存　　,https://https://www.amazon.co.jp/dp/B08WWZLN7B,"['https://m.media-amazon.com/images/I/41cm8MURE3L.jpg', 'https://m.media-amazon.com/images/I/51LmON+U3iS.jpg', 'https://m.media-amazon.com/images/I/51Ldas-c5VL.jpg', 'https://m.media-amazon.com/images/I/51sGq3mf-PS.jpg', 'https://m.media-amazon.com/images/I/51JN8hBTaYL.jpg', 'https://m.media-amazon.com/images/I/41Y2+Z6TPiS.jpg', 'https://m.media-amazon.com/images/I/51BfgT3Ch+S.jpg', 'https://m.media-amazon.com/images/I/51C4ZOrXRJS.jpg']"
67,B00I0QCZ68,ワインセラー 32本用 Cachette Secrete(カシェットシークレット) ブリリアントシルバー 【右開き】 CAFE・BAR・飲食店向け 業務向けワインセラー,29999.0,■カラー ブリリアントシルバー ■本体サイズ 横410mm × 高さ806mm ×奥行き 525mm ■冷却システム ペルチェ冷却方式 ■冷却設定温度可能領域 4℃~ 22℃ ※本製品の推奨温度設定は【8℃~ 22℃】となりますが予備温度設定領域として4℃まで設定ができるようになっております。 ※過度な冷却設定は負荷がかかりますので環境温度に合わせて調節をお願い致します。 ■冷却推奨設定温度 約8℃~22℃ ※環境温度25℃の場合、本体の最低冷却設定4℃の時、庫内空気は約8℃まで下がります。 ■定格消費電力100W　 ■入力電圧 AC100V 50/60Hz ■収納可能ワイン数 750~1000ミリリットルのボトル32本 ■注意点 ・庫内には上品に照らすLED照明を装備しました。 ・環境にも配慮しております。ペルチェ冷却方式の採用によりフロンガスの使用は一切なし。環境にやさしい商品となってます。 「Cachette Secrete」のワインセラーを始めとしたワイン関連アイテムは個性を力強く表現しています。新たなサイズ展開や潔い製品プロダクトデザインは咎のない自由な創造性を物語っています。 「The life with wine」ワインをもっと身近に・・・ ※※※※※※※注意※※※※※※※ 1、 夏場室内の温度が高くなる場合、電源をいれワインセラー内の温度を下げ始める時、室内の暖かい温度とワインセラー内の冷たい温度の温度差により「結露」する場合がございます。 ワインセラー内が冷え切り温度が安定すれば結露の量が減ります。故障ではございませんので予めご了承くださいませ。 ※※※※※※※※※※※※※※※※※※※※※,https://https://www.amazon.co.jp/dp/B00I0QCZ68,"['https://m.media-amazon.com/images/I/41cWwqB+2SL.jpg', 'https://m.media-amazon.com/images/I/51PL2NSEPEL.jpg', 'https://m.media-amazon.com/images/I/51qls7UyeGL.jpg', 'https://m.media-amazon.com/images/I/41C790AGicL.jpg', 'https://m.media-amazon.com/images/I/61eT1yczA1L.jpg', 'https://m.media-amazon.com/images/I/61yeP89ywDL.jpg', 'https://m.media-amazon.com/images/I/51Hdei7f-FL.jpg', 'https://m.media-amazon.com/images/I/61IrjscJYgL.jpg']"
68,B07CJ4VRKY,CF-P18W ぺルチェ方式ワインセラー 18本収納,39500.0,◆18本収納ペルチェ式ワインセラー 日本メーカー製の高信頼性ペルチェ素子を使用した冷却ユニットを搭載した18本用のワインセラー。最大22本の収納が可能になっています。※ボルドータイプの場合。◆ワイドな温度設定設定温度は4～22℃（1℃ステップ）◆90mmの棚ピッチ大きめのボトルも収納可能。◆ペアガラス採用断熱効果の高いペアガラスを採用。　／　■　仕　様　■収納本数(約)：18本（最大22本）　冷却方式：ペルチェ式　設定可能温度範囲：4～22℃　外形寸法：幅280×奥行540×高さ1040mm　必要設置スペース：幅300×奥行555×高さ1055mm　※設置条件により若干異なることがありますので、10mm程度余裕をとってください。質量(約)：21.5kg　定格消費電力(50Hz/60Hz)：100W　電源コードの長さ(約)：1.8m　付属品：棚7枚、取扱説明書　※冷却能力は使用環境温度下で、外気温から約マイナス15℃です。※加温能力は使用環境温度下で、外気温から約プラス9℃です。　／　※ボトルの大きさや種類、収納方法により、収納本数は変化します。,https://https://www.amazon.co.jp/dp/B07CJ4VRKY,"['https://m.media-amazon.com/images/I/31RjcKyKiAL.jpg', 'https://m.media-amazon.com/images/I/31LDaMCiqyL.jpg', 'https://m.media-amazon.com/images/I/31BYG9tzYJL.jpg', 'https://m.media-amazon.com/images/I/41bUN7z+hbL.jpg', 'https://m.media-amazon.com/images/I/11aQXhLmusL.jpg', 'https://m.media-amazon.com/images/I/21HbPht2MFL.jpg']"
69,B00FEAR5A4,+LOUNGE 12本収納ワインセラー LNE-W2312B[ペルチェ式/UVカットガラス/加湿トレー付],30990.0,温度管理が出来るコンパクト&スタイリッシュなワインクーラー。加湿トレーつきで、コルクを乾燥から守る。フルフラットタッチセンサー&静穏設計。インテリア性も抜群。おいしいワインは、正しく保存して生かされる。ワインを飲む人に1台は持っていて欲しいワインセラー。,https://https://www.amazon.co.jp/dp/B00FEAR5A4,"['https://m.media-amazon.com/images/I/41i0Ao68--L.jpg', 'https://m.media-amazon.com/images/I/51rrfXMH8QL.jpg', 'https://m.media-amazon.com/images/I/51SJDvR3wQL.jpg', 'https://m.media-amazon.com/images/I/51QT0m9RmzL.jpg', 'https://m.media-amazon.com/images/I/51eDRpantNL.jpg', 'https://m.media-amazon.com/images/I/51G5wOl2HqL.jpg', 'https://m.media-amazon.com/images/I/51Kx5mn-LFL.jpg', 'https://m.media-amazon.com/images/I/41ahnax3vsL.jpg', 'https://m.media-amazon.com/images/I/41lthZp2vCL.jpg']"
70,B084GZFF2N,【2点セット買い】アイリスオーヤマ 冷蔵庫142L ホワイト + 32V型 液晶テレビ,49800.0,,https://https://www.amazon.co.jp/dp/B084GZFF2N,"['https://m.media-amazon.com/images/I/41+akThi3AL.jpg', 'https://m.media-amazon.com/images/I/51roHGNBEPL.jpg', 'https://m.media-amazon.com/images/I/41Y-yVkBxXL.jpg', 'https://m.media-amazon.com/images/I/51Rzid2DzyL.jpg', 'https://m.media-amazon.com/images/I/51+NPvzjqPL.jpg', 'https://m.media-amazon.com/images/I/51LP2kFxPNL.jpg', 'https://m.media-amazon.com/images/I/41n7hQ-GvdL.jpg']"
71,B09DD3SWY4,キッチン 家電 電化製品 冷蔵庫 ワインセラー スタイリッシュ ミラーガラス冷蔵庫 容量40L 581704,18480.0,■サイズ：約幅40.5・奥行44.3・高さ54.5cm■重さ：約13kg■容量：40L■素材：鋼板・PS樹脂他■消費電力：65W■コードの長さ：約1.9m■仕切り棚（冷蔵室用）1枚付き■天板耐荷重：30kg■ポケット（冷蔵室用）2個付き■冷却方式：ペルチェ式■商品の使用時には必ずアース線を取り付けてください。■中国製これさえあれば夜中にのどが乾いたり、映画鑑賞の途中で飲み物が欲しくなっても安心。コンパクトなサイズなので、飲み物以外に化粧品や香水などを収納する専用の冷蔵庫としてもオススメです。寝室にもぴったりな静音設計で、ミラーガラス扉は左右どちらにも付替可能。置く場所を選ばないのも嬉しいポイントです。●ドアの付替が可●仕切り位置は変更可能●2Lのペットボトルは仕切り棚を外せば入ります。,https://https://www.amazon.co.jp/dp/B09DD3SWY4,"['https://m.media-amazon.com/images/I/51RuhTYQNVL.jpg', 'https://m.media-amazon.com/images/I/41YNeIRiJwL.jpg', 'https://m.media-amazon.com/images/I/41cyNLFr5wL.jpg', 'https://m.media-amazon.com/images/I/51oUYgGLHML.jpg', 'https://m.media-amazon.com/images/I/51TKdvN0IzL.jpg']"
72,B07MQPD3NZ,DEVICE STYLE ワインセラー 60L/18本 収納 ペルチェ方式 CDW-18W,48000.0,,https://https://www.amazon.co.jp/dp/B07MQPD3NZ,"['https://m.media-amazon.com/images/I/41--KrvYrAL.jpg', 'https://m.media-amazon.com/images/I/31Pi54kZ2wL.jpg', 'https://m.media-amazon.com/images/I/318h8nwyg7L.jpg']"
73,B09KLCCHBZ,deviceSTYLE 8本収納タイプ ペルチェ式 ワインセラー CE-8W-Y,23100.0,➢ コンパクトなインパクト　カラーセレクション 当社ロングセラーモデルのペルチェ式 8本用*ワインセラー『CE-8W』の台数限定カラーバージョンです。前面ガラスをヴィヴィッドなイエローに、側面には 前面ガラスが引き立つホワイトを配しました。ドアハンドルとワイン棚のフロントエンドにはステンレスをあしらいアクセントとしています 。別売りアクセサリーの『CE8W-KT』を使用すれば、縦に2台積み重ねて据付もできます。 *標準的な ボルドータイプのボトルの場合。ボトルの形状によっては収納できない場合があります。 ➢ コンパクト・省スペース設計 『CE-8W』は幅264ｍｍ、奥行き570ｍｍ、高さ452ｍｍの省スペース設計。リビングやキッチンのちょっとしたスペースに据付可能。静音性に優れたペルチェ式ですので寝室にも。据え付ける場所を選びません。 ➢ 充実の基本機能・性能 タッチパネルにより1℃きざみで温度設定が可能。棚ピッチはブルゴーニュタイプのボトルが収納可能な84mmを確保。ドアには断熱効果の高いぺアガラスを採用するなど基本機能・性能にもこだわりました。信頼性の高い日本メーカー製*ペルチェ素子を採用しています。 *日本国内での製造ではありません。 ➢ 縦置きも可能 ワイン棚を取り外すと、四合瓶の縦置き収納が可能*です。*縦置きした場合の標準的な収納本数は 6本です。 ■主な特長 ・ペルチェ冷却 静音性に優れ、ワインにストレスをかける振動もありません。 ・ワイン 8本 収納* コンパクトながら22Lの広い庫内。棚ピッチは 84ｍｍを確保。お酒を立てて収納することも可能です。 *標準的なボルドータイプのボトルの場合。ボトルの形状などによって収納本数はかわる場合があります。 ・ワイドな温度設定 タッチパネルにより 1℃きざみで温度設定可能。赤や白、スパークリングなどのワインの種類や、日本酒といったお酒の種類にそれぞれ適した温度の設定ができます。4~22℃の範囲で設定可能 です。 ・ペアガラス採用 断熱効果が高いペアガラスを採用,https://https://www.amazon.co.jp/dp/B09KLCCHBZ,"['https://m.media-amazon.com/images/I/31kyUYO+FDL.jpg', 'https://m.media-amazon.com/images/I/31Y-h1B2-aL.jpg', 'https://m.media-amazon.com/images/I/41Ji8-AGO4L.jpg', 'https://m.media-amazon.com/images/I/31MqLt+oSrL.jpg', 'https://m.media-amazon.com/images/I/41LR6rtd87L.jpg', 'https://m.media-amazon.com/images/I/31y5QoIT+FL.jpg', 'https://m.media-amazon.com/images/I/41XEdNtu8QL.jpg', 'https://m.media-amazon.com/images/I/41G+0mcftyL.jpg', 'https://m.media-amazon.com/images/I/318ecLILPWL.jpg']"
